Name,Brand,Model,Socket,Chipset,Form Factor,Memory Type,RAM Slots,Max RAM,ECC Support,PCIe x16 Slots,PCIe x4 Slots,PCIe x1 Slots,M.2 Ports,M.2 Support,SATA Ports,SATA Express Ports,Audio Chipset,Audio Channels,LAN Chipset,Wireless LAN,Wi-Fi Generation,USB 2.0 Headers,USB 3.2 Gen1 Headers,USB 3.2 Gen2 Headers,USB 3.2 Gen2x2 Headers,SLI Support,CrossFire Support,RAID Support,Back Connect,Release Date,Price,Rating,Reviews,Availability,List_Price,URL,Product_ID,Page
ASUS ROG Strix X870E-E Gaming WiFi,Asus,,AM5,,Atx,,,,,,,,,,,,,,,,,,,,,,,,,,$96,5/5,1,In Stock,$454,https://pangoly.com/en/product/asus-rog-strix-x870e-e-gaming-wifi,328638c8-02a8-4417-d53f-08dcd267c54e,17
MSI MPG X870E Carbon WiFi,Msi,,AM5,,Atx,,,,,,,,,,,,,,,,,,,,,,,,,,$96,5/5,3,In Stock,$460,https://pangoly.com/en/product/msi-mpg-x870e-carbon-wifi,7fc9b875-62d6-43a1-d543-08dcd267c54e,17
ASUS ProArt X870E-CREATOR WiFi,Asus,,AM5,,Atx,,,,,,,,,,,,,,,,,,,,,,,,,,$96,5/5,31,In Stock,$480,https://pangoly.com/en/product/asus-proart-x870e-creator-wifi,c9529a9d-9d95-47b9-7149-08dd04a9149f,17
ASUS ROG CROSSHAIR X870E HERO,Asus,,AM5,,Atx,,,,,,,,,,,,,,,,,,,,,,,,,,$96,5/5,1,In Stock,$609,https://pangoly.com/en/product/asus-rog-crosshair-x870e-hero,268cf68a-6a48-48ec-d53c-08dcd267c54e,17
ASRock X870 Pro RS WiFi,Asrock,,AM5,,Atx,,,,,,,,,,,,,,,,,,,,,,,,,,$96,5/5,1,In Stock,$206,https://pangoly.com/en/product/asrock-x870-pro-rs-wifi,4cfecd07-1f6a-45e3-d549-08dcd267c54e,17
ASRock X870 Pro RS,Asrock,,AM5,,Atx,,,,,,,,,,,,,,,,,,,,,,,,,,$96,5/5,0,In Stock,$207,https://pangoly.com/en/product/asrock-x870-pro-rs,48e4402a-6d3f-4b9d-d54a-08dcd267c54e,17
ASRock X870 Riptide WiFi,Asrock,,AM5,,Atx,,,,,,,,,,,,,,,,,,,,,,,,,,$96,5/5,1,In Stock,$210,https://pangoly.com/en/product/asrock-x870-riptide-wifi,186b433e-f36b-1410-8be5-003fe7c988bc,17
ASRock X870 Steel Legend WiFi,Asrock,X870 Steel Legend WiFi90-MXBPJ0-A0UAYZ,AM5,Realtek ALC4082,Atx,,4,256 GB,No,2,0,0,3,2280 - M Key2230 / 2260 / 2280 - M Key2260 / 2280 - M Key,4,0,,7.1 Channels,,Yes,7,2,2,1,,No,Yes,Yes,No,"September 2024* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$220,https://pangoly.com/en/product/asrock-x870-steel-legend-wifi,c7e40865-cb96-458d-d551-08dcd267c54e,17
ASRock X870E Nova WiFi,Asrock,,AM5,,Atx,,,,,,,,,,,,,,,,,,,,,,,,,,$96,5/5,1,In Stock,$300,https://pangoly.com/en/product/asrock-x870e-nova-wifi,026b433e-f36b-1410-8be5-003fe7c988bc,17
ASRock X870E Taichi Lite,Asrock,X870E Taichi Lite90-MXBPA0-A0UAYZ,AM5,Realtek RTL8126,Atx,,4,256 GB,No,2,0,0,5,2280 - M Key2280 - M Key2280 - M Key2280 - M Key2230 - E Key,6,0,,WIMA Audio Capacitors (For Rear Outputs)ESS SABRE9219 DAC for Rear Panel Audio (130dB SNR)Individual PCB Layers for R/L Audio ChannelDirect Drive Technology on Front headphone port (Supports up to 600 Ohm headsets)Nahimic Audio,,Yes,7,2,2,1,,No,Yes,Yes,No,"September 2024* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,2,In Stock,$320,https://pangoly.com/en/product/asrock-x870e-taichi-lite,8be53cea-ca58-479a-d54f-08dcd267c54e,17
Asus ROG STRIX X870-F GAMING WIFI,Asus,ROG STRIX X870-F GAMING WIFI90MB1IV0-M0AAY0,AM5,AMD X870,Atx,,4,192 GB,No,2,0,0,4,2242 / 2260 / 2280 - M Key2242 / 2260 / 2280 - M Key2280 - M Key2280 - M Key,2,0,,,,Yes,7,2,2,1,,No,No,Yes,No,"September 2024* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$350,https://pangoly.com/en/product/asus-rog-strix-x870-f-gaming-wifi,fa6a433e-f36b-1410-8be5-003fe7c988bc,17
ASRock X870E Taichi,Asrock,X870E Taichi90-MXBP90-A0UAYZ,AM5,Realtek RTL8126,Atx,,4,256 GB,No,2,0,0,5,2280 - M Key2280 - M Key2280 - M Key2280 - M Key2230 - E Key,6,0,,WIMA Audio Capacitors (For Rear Outputs)ESS SABRE9219 DAC for Rear Panel Audio (130dB SNR)Individual PCB Layers for R/L Audio ChannelDirect Drive Technology on Front headphone port (Supports up to 600 Ohm headsets)Nahimic Audio,,Yes,7,2,2,1,,No,Yes,Yes,No,"September 2024* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,3,In Stock,$438,https://pangoly.com/en/product/asrock-x870e-taichi,0ed1f897-baa4-46e7-d54d-08dcd267c54e,17
MSI MEG X870E GODLIKE,Msi,MEG X870E GODLIKE,AM5,AQC113+ Realtek 8125BG,Atx,,4,256 GB,No,2,1,0,5,2260 / 2280 - M Key2260 / 2280 - M Key2280 / 22110 - M Key2260 / 2280 - M Key2260 / 2280 - M Key,4,0,,Realtek® ALC4082 Codec + ESS9219Q Combo DAC/HPA7.1-Channel USB High-Performance AudioSupports S/PDIF outputSupports up to 32-Bit/384 kHz playback on front panel,,Yes,7,2,2,1,,No,No,Yes,No,"September 2024* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,15,In Stock,$900,https://pangoly.com/en/product/msi-meg-x870e-godlike,0c6b433e-f36b-1410-8be5-003fe7c988bc,18
Asus PRIME X870-P,Asus,PRIME X870-P,AM5,AMD X870,Atx,,4,192 GB,No,3,0,0,4,2280 - M Key2242 / 2260 / 2280 - M Key2280 - M Key2280 - M Key,2,0,,,,No,,2,1,0,,No,No,Yes,No,"September 2024* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,Out of Stock,$368,https://pangoly.com/en/product/asus-prime-x870-p,1f6b433e-f36b-1410-8be5-003fe7c988bc,18
ASUS Prime B650-PLUS WiFi,Asus,,AM5,B650,Atx,,,,,,,,,,,,,,,,,,,,,,,,,,$96,5/5,28,In Stock,$160,https://pangoly.com/en/product/asus-prime-b650-plus-wifi,efd55a25-4039-4e5b-c4f9-08dd6ba34a3d,18
GIGABYTE A520M K V2,Gigabyte,A520M K V2,AM4,A520,Atx,,2,64 GB,No,1,0,1,1,2280 - M Key,4,0,,,,No,,2,1,0,,No,No,Yes,No,"August 2024* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$94,https://pangoly.com/en/product/gigabyte-a520m-k-v2,910496f1-d5eb-4b64-bc05-08dd7ba2de65,18
GIGABYTE B650 UD AX,Gigabyte,B650 UD AX (rev. 1.0)B650 UD AX,AM5,B650,Atx,,4,192 GB,No,4,0,0,3,2280 / 25110 - M Key2280 / 22110 - M Key2280 / 22110 - M Key,0,0,,,,Yes,6,3,1,0,,No,No,Yes,No,"July 2024* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$170,https://pangoly.com/en/product/gigabyte-b650-ud-ax,de5d9e30-5799-4a0a-c4fb-08dd6ba34a3d,18
GIGABYTE TRX50 AI TOP,Gigabyte,TRX50 AI TOP,sTR5,Marvell AQtion AQC113C,Atx,,8,2048 GB,Yes* ECC memory support also depends on the CPU memory controller,4,0,0,3,2280 - M Key2280 - M Key2280 - M Key,4,0,,,,Yes,7,2,2,1,,No,No,Yes,No,"July 2024* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$1027,https://pangoly.com/en/product/gigabyte-trx50-ai-top,2514c152-79ea-45fb-157e-08dd3ba10d27,18
ASUS TUF Gaming B760M-BTF WiFi,Asus,TUF GAMING B760M-BTF WIFI90MB1G50-M0AAY0,LGA1700,B760,Atx,,4,192 GB,No,2,0,1,3,2242 / 2260 / 2280 - M Key2242 / 2260 / 2280 - M Key2280 - M Key,4,0,,7.1 Channels,,Yes,6,2,1,0,,No,No,Yes,Yes,"June 2024* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$220,https://pangoly.com/en/product/asus-tuf-gaming-b760m-btf-wifi,2f9d7b17-778a-4979-d6ea-08dc9517aa9d,18
GIGABYTE B760M GAMING PLUS WIFI DDR4,Gigabyte,B760M GAMING PLUS WIFI DDR4,LGA1700,B760,Atx,,4,128 GB,No,1,0,2,2,2280 - M Key2280 - M Key,4,0,,7.1 Channels,,Yes,6,2,1,0,,No,No,Yes,No,"May 2024* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,89,In Stock,$139,https://pangoly.com/en/product/gigabyte-b760m-gaming-plus-wifi-ddr4,94054f2b-cdbe-4548-483c-08dca891b13f,18
ASUS TUF Gaming Z790-BTF WiFi,Asus,TUF GAMING Z790-BTF WIFI90MB1GU0-M0AAY0,LGA1700,Z790,Atx,,4,192 GB,No,2,1,0,4,2280 / 22110 - M Key2280 - M Key2242 / 2260 / 2280 / 22110 - M Key2242 / 2260 / 2280 - M Key,4,0,,7.1 Channels,,Yes,7,2,1,0,,No,No,Yes,Yes,"May 2024* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$300,https://pangoly.com/en/product/asus-tuf-gaming-z790-btf-wifi,3a717997-fbd4-47d3-d6e8-08dc9517aa9d,18
ASUS ROG MAXIMUS Z790 HERO BTF,Asus,ROG MAXIMUS Z790 HERO BTF90MB1H50-M0AAY0,LGA1700,Z790,Atx,,4,192 GB,No,1,1,0,5,2242 / 2260 / 2280 / 22110 - M Key2242 / 2260 / 2280 - M Key2242 / 2260 / 2280 - M Key2280 - M Key2280 - M Key,4,0,,7.1 Channels,,Yes,7,2,2,1,,No,No,Yes,Yes,"May 2024* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$700,https://pangoly.com/en/product/asus-rog-maximus-z790-hero-btf,76c080c9-d7f0-4acc-d6e7-08dc9517aa9d,18
GIGABYTE B650M Gaming Plus WiFi,Gigabyte,B650M GAMING PLUS WIFI,AM5,B650,Atx,,4,192 GB,No,1,0,1,2,2580 - M Key2280 / 22110 - M Key,4,0,,,,Yes,6,2,1,0,,No,No,Yes,No,"April 2024* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$127,https://pangoly.com/en/product/gigabyte-b650m-gaming-plus-wifi,91e19323-f171-49e6-4836-08dca891b13f,18
GIGABYTE Z790M AORUS Elite AX ICE,Gigabyte,Z790M AORUS ELITE AX ICE,LGA1700,Z790,Atx,,4,192 GB,No,2,0,0,3,2280 - M Key2280 - M Key2280 / 22110 - M Key,6,0,,7.1 Channels,,Yes,6E,2,1,0,,No,No,Yes,No,"April 2024* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,57,In Stock,$227,https://pangoly.com/en/product/gigabyte-z790m-aorus-elite-ax-ice,3305d040-1b37-4286-483e-08dca891b13f,18
MSI MPG Z790 Carbon MAX WiFi II,Msi,MPG Z790 CARBON MAX WIFI II7D89-015R,LGA1700,Z790,Atx,,4,256 GB,No,2,0,1,5,2260 / 2280 - M Key2260 / 2280 / 22110 - M Key2260 / 2280 - M Key2260 / 2280 - M Key2260 / 2280 - M Key,6,0,,Realtek® ALC4080 Codec7.1-Channel USB High Performance AudioSupports up to 32-Bit/384 kHz playback on front panel,,Yes,7,2,1,1,,No,No,Yes,No,"April 2024* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,3,In Stock,$700,https://pangoly.com/en/product/msi-mpg-z790-carbon-max-wifi-ii,04526040-f63c-43e8-4842-08dca891b13f,19
GIGABYTE Z790 S WiFi DDR4,Gigabyte,,LGA1700,Z790,Atx,,,,,,,,,,,,,,,,,,,,,,,,,,$96,5/5,32,In Stock,$345,https://pangoly.com/en/product/gigabyte-z790-s-wifi-ddr4,22a66145-10e4-4b48-bc0a-08dd7ba2de65,19
MSI PRO B760-VC WiFi IV,Msi,PRO B760-VC WIFI IV,LGA1700,B760,Atx,,4,256 GB,No,5,0,0,2,2242 / 2260 / 2280 - M Key2242 / 2260 / 2280 - M Key,4,0,,Realtek ALC897 Codec7.1-Channel High Definition AudioSupports S/PDIF output,,Yes,7,2,1,0,,No,No,No,No,"April 2024* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,95,In Stock,$170,https://pangoly.com/en/product/msi-pro-b760-vc-wifi-iv,30b72425-7d07-4b83-4841-08dca891b13f,19
MSI PRO Z790-VC WiFi,Msi,PRO Z790-VC WIFI,LGA1700,Z790,Atx,,4,192 GB,No,4,0,2,2,2242 / 2260 / 2280 / 22110 - M Key2242 / 2260 / 2280 - M Key,4,0,,Realtek® ALC897 Codec7.1-Channel High Definition Audio,,Yes,7,2,2,0,,No,No,Yes,No,"April 2024* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,79,In Stock,$464,https://pangoly.com/en/product/msi-pro-z790-vc-wifi,3f61daf6-4eec-4a19-483f-08dca891b13f,19
ASUS PRIME A620-PLUS WIFI6,Asus,PRIME A620-PLUS WIFI690MB1HS0-MVAAY0,AM5,A620,Atx,,4,192 GB,No,5,0,0,2,2242 / 2260 / 2280 - M Key2242 / 2260 / 2280 / 22110 - M Key,4,0,,Realtek 7.1 Surround Sound High Definition Audio CODEC,,Yes,6,2,1,0,,No,No,Yes,No,"February 2024* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$138,https://pangoly.com/en/product/asus-prime-a620-plus-wifi6,ff97003e-0923-4ec5-483a-08dca891b13f,19
ASUS TUF Gaming B760M-PLUS WiFi II,Asus,,,B760,Atx,,,,,,,,,,,,,,,,,,,,,,,,,,$96,5/5,1,In Stock,$195,https://pangoly.com/en/product/asus-tuf-gaming-b760m-plus-wifi-ii,4c7eff6c-3e04-4961-483d-08dca891b13f,19
ASRock B650 Steel Legend WiFi,Asrock,,AM5,B650,,,,,,,,,,,,,,,,,,,,,,,,,,,$96,5/5,0,Availability not specified,Price not found,https://pangoly.com/en/product/asrock-b650-steel-legend-wifi,e2b23e5d-d09b-44c7-4837-08dca891b13f,19
GIGABYTE B650 Gaming X AX V2,Gigabyte,B650 GAMING X AX V2,AM5,B650,Atx,,4,192 GB,No,3,0,0,3,2280 / 25110 - M Key2280 / 25110 - M Key2280 / 25110 - M Key,4,0,,,,Yes,6E,2,1,1,,No,No,Yes,No,"January 2024* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$158,https://pangoly.com/en/product/gigabyte-b650-gaming-x-ax-v2,ecc0de12-8594-495f-fdb8-08dc8545b415,19
GIGABYTE B650 Eagle AX,Gigabyte,B650 EAGLE AXB650 EAGLE AX 1.0,AM5,B650,Atx,,4,192 GB,No,4,0,0,3,2280 / 25110 - M Key2280 / 22110 - M Key2280 / 22110 - M Key,4,0,,7.1 Channels,,Yes,6E,3,1,0,,No,No,Yes,No,"January 2024* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,51,In Stock,$160,https://pangoly.com/en/product/gigabyte-b650-eagle-ax,785573b5-e76f-47d6-4835-08dca891b13f,19
GIGABYTE B650 UD AC,Gigabyte,B650 UD AC,AM5,B650,Atx,,4,192 GB,No,4,0,0,3,2280 / 25110 - M Key2280 / 22110 - M Key2280 / 22110 - M Key,4,0,,7.1 Channels,,Yes,5,3,1,0,,No,No,Yes,No,"January 2024* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,51,In Stock,$170,https://pangoly.com/en/product/gigabyte-b650-ud-ac,1078f543-f2e4-4cd0-4839-08dca891b13f,19
GIGABYTE Z790 Eagle AX,Gigabyte,,,Z790,Atx,,,,,,,,,,,,,,,,,,,,,,,,,,$96,5/5,57,In Stock,$170,https://pangoly.com/en/product/gigabyte-z790-eagle-ax,b6d700f4-4474-4b60-483b-08dca891b13f,19
GIGABYTE B650E AORUS Elite X AX ICE,Gigabyte,B650E AORUS ELITE X AX ICE,AM5,B650,Atx,,4,192 GB,No,3,0,0,3,2280 / 25110 - M Key2280 / 22110 - M Key2280 / 22110 - M Key,4,0,,7.1 Channels,,Yes,6E,2,1,1,,No,No,Yes,No,"January 2024* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,51,In Stock,$190,https://pangoly.com/en/product/gigabyte-b650e-aorus-elite-x-ax-ice,f86278bb-9157-4746-4838-08dca891b13f,19
MSI B760M Project Zero,Msi,B760M PROJECT ZERO7E14-001R,LGA1700,B760,Atx,,4,256 GB,No,2,0,1,3,2242 / 2260 / 2280 - M Key2242 / 2260 / 2280 - M Key2230 - E Key,4,0,,7.1-Channel High Performance AudioSupports S/PDIF output,,Yes,6E,2,1,0,,No,No,Yes,Yes,"January 2024* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,90,In Stock,$200,https://pangoly.com/en/product/msi-b760m-project-zero,f4acc5ee-7aa6-470f-d6e9-08dc9517aa9d,20
MSI B650M Project Zero,Msi,B650M PROJECT ZERO7E09-003R,AM5,B650,Atx,,4,256 GB,No,1,0,1,3,2260 / 2280 - M Key2260 / 2280 - M Key2230 - E Key,4,0,,7.1 Channels,,Yes,6E,2,1,0,,No,No,Yes,Yes,"January 2024* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,40,In Stock,$210,https://pangoly.com/en/product/msi-b650m-project-zero,f34ef854-f793-41af-d6e6-08dc9517aa9d,20
MSI X670E Gaming Plus WiFi,Msi,X670E GAMING PLUS WIFI7E16-003R911-7E16-003X670EGAMPLUSWIFI7E16-001R911-7E16-002,AM5,X670,Atx,,4,192 GB,No,3,0,1,5,2280 / 22110 - M Key2260 / 2280 - M Key2260 / 2280 - M Key2260 / 2280 - M Key2230 - E Key,4,0,,Realtek® ALC897 Codec7.1-Channel High Definition Audio,,Yes,6E,2,2,0,,No,No,Yes,No,"January 2024* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,28,In Stock,$220,https://pangoly.com/en/product/msi-x670e-gaming-plus-wifi,ed9b397b-28e0-4aac-7d12-08dc7a8f254c,20
ASUS Pro WS TRX50-SAGE WIFI,Asus,PRO WS TRX50-SAGE WIFI90MB1FZ0-M0AAY0,sTR5,Marvell AQtion,SSI CEB,,4,1024 GB,Yes* ECC memory support also depends on the CPU memory controller,4,0,0,3,2242 / 2260 / 2280 - M Key2242 / 2260 / 2280 - M Key2280 - M Key,4,0,,2/4/5.1/7.1-channel,,Yes,7,2,1,1,,No,No,Yes,No,"November 2023* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,5,In Stock,$900,https://pangoly.com/en/product/asus-pro-ws-trx50-sage-wifi,fa45af84-7e17-450a-b486-122bd4322ba0,20
ASRock TRX50 WS,Asrock,TRX50 WS,sTR5,Marvell AQtion AQC113C,Atx,,4,1024 GB,Yes* ECC memory support also depends on the CPU memory controller,5,0,0,3,2260 / 2280 - M Key2260 / 2280 - M Key2230 - E Key,4,0,,2/4/5.1/7.1-channel,,Yes,6E,2,1,0,,No,No,Yes,No,"November 2023* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,Out of Stock,$700,https://pangoly.com/en/product/asrock-trx50-ws,a09c0ece-3740-4c1f-8d8a-7157749df57a,20
GIGABYTE Z790 AORUS Xtreme X,Gigabyte,Z790 AORUS XTREME X,LGA1700,Z790,Atx,,4,192 GB,No,2,0,0,5,2280 / 25110 - M Key2280 / 22110 - M Key2280 / 22110 - M Key2280 / 22110 - M Key2260 / 2280 - M Key,4,0,,2 Channels,,Yes,7,2,2,2,,No,No,Yes,No,"November 2023* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,Out of Stock,$1000,https://pangoly.com/en/product/gigabyte-z790-aorus-xtreme-x,707161f3-c6e6-4b75-512b-08dbdc5af2af,20
Gigabyte B760M AORUS ELITE X AX,Gigabyte,B760M AORUS ELITE X AX,LGA1700,B760,Atx,,4,192 GB,No,2,0,0,2,2280 - M Key2280 / 22110 - M Key,4,0,,,,Yes,6E,2,1,0,,No,No,Yes,No,"October 2023* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,Availability not specified,Price not found,https://pangoly.com/en/product/gigabyte-b760m-aorus-elite-x-ax,9425afb2-7f1d-48e9-4dcb-08dc4d0f8622,20
ASRock B760M-H/M.2,Asrock,B760M-H/M.290-MXBM40-A0UAYZ,LGA1700,B760,Atx,,2,96 GB,No,1,0,2,3,2260 / 2280 - M Key2280 - M Key2230 - E Key,4,0,,7.1 Channels,,No,,1,1,0,,No,No,Yes,No,"October 2023* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,Out of Stock,$90,https://pangoly.com/en/product/asrock-b760m-h-m-2,78f9f76a-203d-4b3a-513b-08dbdc5af2af,20
ASRock B760M PG Lightning WiFi,Asrock,B760M PG Lightning Wifi90-MXBMT0-A0UAYZ,LGA1700,B760,Atx,,4,192 GB,No,2,0,0,4,2242 / 2260 / 2280 - M Key2280 - M Key2280 - M Key2230 - E Key,4,0,,,,Yes,6E,2,1,0,,No,No,Yes,No,"October 2023* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,Out of Stock,$210,https://pangoly.com/en/product/asrock-b760m-pg-lightning-wifi,7a701bfa-15d3-4a20-5138-08dbdc5af2af,20
ASRock H610M/AC,Asrock,H610M/AC,LGA1700,Intel H610,Atx,,2,64 GB,No,1,0,2,2,2260 / 2280 - M Key2230 - E Key,4,0,,,,No,,1,1,0,,No,No,No,No,"October 2023* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,Availability not specified,Price not found,https://pangoly.com/en/product/asrock-h610m-ac,b1cbb2bc-e000-44ef-5140-08dbdc5af2af,20
ASRock H610M-HDV/M.2+ D5,Asrock,H610M-HDV/M.2+ D590-MXBM50-A0UAYZ,LGA1700,Realtek 8111H,Atx,,2,96 GB,No,1,0,1,1,2242 / 2260 / 2280 - M Key,4,0,,7.1 Channels,,No,,1,1,0,,No,No,No,No,"October 2023* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,2,In Stock,$70,https://pangoly.com/en/product/asrock-h610m-hdv-m-2-d5,cc4e1d44-a566-4292-512e-08dbdc5af2af,20
ASRock B550M-HVS SE,Asrock,,AM4,B550,Atx,,,,,,,,,,,,,,,,,,,,,,,,,,$96,5/5,0,In Stock,$90,https://pangoly.com/en/product/asrock-b550m-hvs-se,d673cc3d-18af-444d-574f-08dd256d2274,20
ASRock B760M-HDV/M.2,Asrock,B760M-HDV/M.2,LGA1700,B760,Atx,,2,96 GB,No,1,0,2,3,2260 / 2280 - M Key2280 - M Key2230 - E Key,4,0,,7.1 CH HD Audio (Realtek ALC897 Audio Codec),,No,,2,1,0,,No,No,Yes,No,"October 2023* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$135,https://pangoly.com/en/product/asrock-b760m-hdv-m-2,d7678def-c6b7-42e9-511e-08dbdc5af2af,21
MSI MAG Z790 Tomahawk MAX WiFi,Msi,MAG Z790 Tomahawk MAX WiFi,LGA1700,Z790,Atx,,4,192 GB,No,2,0,1,5,2260 / 2280 / 22110 - M Key2260 / 2280 - M Key2242 / 2260 / 2280 - M Key2242 / 2260 / 2280 - M Key2230 - E Key,8,0,,7.1 Channels,,Yes,7,2,1,0,,No,No,Yes,No,"October 2023* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$259,https://pangoly.com/en/product/msi-mag-z790-tomahawk-max-wifi,7e8894fa-074f-44ba-512d-08dbdc5af2af,21
ASUS ROG Strix Z790-E Gaming WiFi II,Asus,ROG STRIX Z790-E GAMING WIFI II90MB1FC0-M0EAY090MB1FC0-M0AAY090MB1FC0-MVAAY0,LGA1700,Z790,Atx,,4,192 GB,No,3,0,0,5,2242 / 2260 / 2280 / 22110 - M Key2242 / 2260 / 2280 - M Key2280 - M Key2280 - M Key2242 / 2260 / 2280 - M Key,4,0,,ROG SupremeFX 7.1 Surround Sound High Definition Audio CODEC ALC4080,,Yes,7,3,2,1,,No,No,Yes,No,"October 2023* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$460,https://pangoly.com/en/product/asus-rog-strix-z790-e-gaming-wifi-ii,2b8b465e-2f05-4853-5120-08dbdc5af2af,21
ASUS ROG Strix Z790-F Gaming WiFi II,Asus,ROG STRIX Z790-F GAMING WIFI II90MB1FM0-M0AAY090MB1FM0-M0EAY0,LGA1700,Z790,Atx,,4,192 GB,No,2,0,1,5,2242 / 2260 / 2280 / 22110 - M Key2280 - M Key2280 - M Key2242 / 2260 / 2280 / 22110 - M Key2242 / 2260 / 2280 - M Key,4,0,,ROG SupremeFX 5.1 Surround Sound High Definition Audio CODEC ALC4080,,Yes,7,2,1,1,,No,No,Yes,No,"October 2023* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$580,https://pangoly.com/en/product/asus-rog-strix-z790-f-gaming-wifi-ii,fc59fece-7943-4e9c-5134-08dbdc5af2af,21
ASUS ROG Maximus Z790 Formula,Asus,ROG MAXIMUS Z790 FORMULA90MB1FS0-M0EAY090MB1FS0-M0AAY0,LGA1700,Z790,Atx,,4,192 GB,No,2,1,0,5,2242 / 2260 / 2280 / 22110 - M Key2242 / 2260 / 2280 - M Key2242 / 2260 / 2280 - M Key2280 - M Key2280 - M Key,4,0,,"ROG SupremeFX 7.1 Surround Sound High Definition Audio CODEC ALC4082- Impedance sense for front and rear headphone outputs- Supports: Jack-detection, Multi-streaming, Front Panel MIC Jack-retasking- High quality 120 dB SNR stereo playback output and 110 dB SNR recording input- Supports up to 32-Bit/384 kHz playback on front panelAudio Features- SupremeFX Shielding Technology- ESS® ES9218 QUAD DAC- Gold-plated audio jacks- Rear optical S/PDIF out port- Premium audio capacitors",,Yes,7,2,2,1,,No,No,Yes,No,"October 2023* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$984,https://pangoly.com/en/product/asus-rog-maximus-z790-formula,ec46437e-6ccd-4c1e-5125-08dbdc5af2af,21
ASUS ROG MAXIMUS Z790 APEX ENCORE,Asus,ROG MAXIMUS Z790 APEX ENCORE90MB1FX0-M0AAY090MB1FX0-M0EAY0,LGA1700,Z790,Atx,,2,96 GB,No,2,2,0,5,2242 / 2260 / 2280 - M Key2242 / 2260 / 2280 - M Key2242 / 2260 / 2280 - M Key2242 / 2260 / 2280 / 22110 - M Key2242 / 2260 / 2280 / 22110 - M Key,4,0,,"ROG SupremeFX 7.1 Surround Sound High Definition Audio CODEC ALC4080- Impedance sense for front and rear headphone outputs- Supports: Jack-detection, Multi-streaming, Front Panel Jack-retasking- High quality 120 dB SNR stereo playback output and 110 dB SNR recording input- Supports up to 32-Bit/384 kHz playbackAudio Features- SupremeFX Shielding Technology- Savitech SV3H712 AMP- Gold-plated audio jacks- Rear optical S/PDIF out port- Premium audio capacitors- Audio cover",,Yes,7,2,2,1,,No,No,Yes,No,"October 2023* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,Out of Stock,$650,https://pangoly.com/en/product/asus-rog-maximus-z790-apex-encore,a8e0d54f-6779-4644-5130-08dbdc5af2af,21
