Name,Brand,Model,Type,Size,Kit Configuration,Speed,CAS Latency,Timing,First Word Latency,Voltage,Heat Spreader,ECC Support,Color,Release Date,Price,Rating,Reviews,Availability,List_Price,URL,Product_ID,Page
Kingston FURY Renegade White 64GB (2x32GB) DDR5...,Kingston,KF560C32RWK2-64,DDR5,64GB,2x32gb,DDR5-6000 MHz,32,32-38-38,10.66 ns,1.35 V,Yes,No,Silver/White,"March 2023* First availability for purchase, it may not correspond to the actual market launch date.",$240,5/5,1,Out of Stock,$210,https://pangoly.com/en/product/kingston-fury-renegade-white-64gb-2x32gb-ddr5-6000,76788e21-6d3c-4733-b34d-08dc5ee35005,32
Kingston Fury Beast White RGB 64GB (2x32GB) DDR...,Kingston,,DDR5,64GB,2x32gb,,40,,,,,,,,$203,5/5,0,Out of Stock,$347,https://pangoly.com/en/product/kingston-fury-beast-white-rgb-64gb-2x32gb-ddr5-5200,c05206d4-111a-4539-71e8-08db522232be,32
Kingston FURY Renegade White 32GB (2x16GB) DDR5...,Kingston,KF560C32RWK2-32,DDR5,32GB,2x16gb,DDR5-6000 MHz,32,,10.66 ns,1.35 V,Yes,No,,"March 2023* First availability for purchase, it may not correspond to the actual market launch date.",$138,5/5,0,Availability not specified,Price not found,https://pangoly.com/en/product/kingston-fury-renegade-white-32gb-2x16gb-ddr5-6000,4ca5b069-4f86-4c8d-b340-08dc5ee35005,32
Kingston Fury Beast White RGB 32GB (2x16GB) DDR...,Kingston,,DDR5,32GB,2x16gb,,40,,,,,,,,$115,5/5,0,Availability not specified,Price not found,https://pangoly.com/en/product/kingston-fury-beast-white-rgb-32gb-2x16gb-ddr5-6000,2d774314-fc11-4863-71e4-08db522232be,32
Kingston Fury Beast White RGB 64GB (2x32GB) DDR...,Kingston,,DDR5,64GB,2x32gb,,40,,,,,,,,$205,5/5,0,Availability not specified,Price not found,https://pangoly.com/en/product/kingston-fury-beast-white-rgb-64gb-2x32gb-ddr5-6000,edd19dc8-f93e-40d3-71e1-08db522232be,32
CORSAIR VENGEANCE 16GB (2x8GB) DDR5 5200MHz,Corsair,,DDR5,16GB,2x8gb,DDR5200 MHz,40,,,,,,,,$59,5/5,0,In Stock,$97,https://pangoly.com/en/product/corsair-vengeance-16gb-2x8gb-ddr5-5200mhz,eec38ba4-a8b2-4b07-6474-08db7b8f1023,32
Kingston Fury Renegade Pro DDR5 16GB 6000 ECC Reg,Kingston,KF560R32RB-16,DDR5,16GB,,DDR5-6000 MHz,32,,10.66 ns,1.35 V,No,Yes,,"March 2023* First availability for purchase, it may not correspond to the actual market launch date.",$146,5/5,0,In Stock,$139,https://pangoly.com/en/product/kingston-fury-renegade-pro-ddr5-16gb-6000-ecc-reg,4281fa05-c866-4935-fd9b-08dc8545b415,32
Kingston Fury Renegade Pro 16GB DDR5 5600 ECC Reg,Kingston,,DDR5,16GB,,,36,,,,,,,,$139,5/5,0,In Stock,$151,https://pangoly.com/en/product/kingston-fury-renegade-pro-16gb-ddr5-5600-ecc-reg,d26911ae-4a2e-4ef4-fdb0-08dc8545b415,32
Kingston Fury Renegade Pro 32GB DDR5 4800 ECC Reg,Kingston,,DDR5,32GB,,,36,,,,,,,,$263,5/5,0,In Stock,$324,https://pangoly.com/en/product/kingston-fury-renegade-pro-32gb-ddr5-4800-ecc-reg,e60939da-b552-4a48-fd99-08dc8545b415,33
Kingston Fury Renegade Pro 32GB DDR5 5600 ECC Reg,Kingston,,DDR5,32GB,,,36,,,,,,,,$263,5/5,0,In Stock,$331,https://pangoly.com/en/product/kingston-fury-renegade-pro-32gb-ddr5-5600-ecc-reg,0fe8f0ae-11f4-4e5c-fd90-08dc8545b415,33
Kingston Fury Renegade Pro 64GB (4 x 16GB) DDR5...,Kingston,,DDR5,64GB,,,32,,,,,,,,$436,5/5,5,In Stock,$516,https://pangoly.com/en/product/kingston-fury-renegade-pro-64gb-4-x-16gb-ddr5-6000-ecc-reg,bf9bd8cc-91a6-442a-fd95-08dc8545b415,33
Kingston Fury Renegade Pro 64GB (4 x 16GB) DDR5...,Kingston,,DDR5,64GB,,,36,,,,,,,,$420,5/5,5,In Stock,$535,https://pangoly.com/en/product/kingston-fury-renegade-pro-64gb-4-x-16gb-ddr5-4800-ecc-reg,8213ea27-661e-415d-fd8e-08dc8545b415,33
Kingston Fury Renegade Pro 64GB (4 x 16GB) DDR5...,Kingston,,DDR5,64GB,,,36,,,,,,,,$420,5/5,0,In Stock,$645,https://pangoly.com/en/product/kingston-fury-renegade-pro-64gb-4-x-16gb-ddr5-5600mt-s-ecc-reg,bc34a30b-423d-4d47-fd96-08dc8545b415,33
Kingston Fury Renegade Pro 128GB (8 x 16GB) DDR...,Kingston,,DDR5,128GB,,,36,,,,,,,,$902,5/5,0,In Stock,$900,https://pangoly.com/en/product/kingston-fury-renegade-pro-128gb-8-x-16gb-ddr5-5600-ecc-reg,4038fbef-4716-4e4a-fd98-08dc8545b415,33
Kingston Fury Renegade Pro 128GB (8 x 16GB) DDR...,Kingston,KF548R36RBK8-128,DDR5,128GB,,DDR5-4800 MHz,36,,15 ns,1.1 V,No,Yes,,"March 2023* First availability for purchase, it may not correspond to the actual market launch date.",$900,5/5,0,In Stock,$928,https://pangoly.com/en/product/kingston-fury-renegade-pro-128gb-8-x-16gb-ddr5-4800-ecc-reg,a8ce9c57-290a-4c99-fd91-08dc8545b415,33
Kingston Fury Renegade Pro 128GB (4x32GB) ECC R...,Kingston,,DDR5,128GB,4x32gb,,36,,,,,,,,$920,5/5,0,In Stock,$1069,https://pangoly.com/en/product/kingston-fury-renegade-pro-128gb-4x32gb-ecc-registered-ddr5-5600,4db52bbd-f4e5-45db-7f14-08dc15008d1a,33
Kingston Fury Renegade Pro 256GB (8 x 32GB) DDR...,Kingston,,DDR5,256GB,,,36,,,,,,,,$1666,5/5,0,In Stock,$1654,https://pangoly.com/en/product/kingston-fury-renegade-pro-256gb-8-x-32gb-ddr5-4800-ecc-reg,e08feb59-2c92-482c-fda1-08dc8545b415,33
Kingston Fury Renegade Pro 256GB (8 x 32GB) DDR...,Kingston,,DDR5,256GB,,,36,,,,,,,,$1860,5/5,5,In Stock,$1666,https://pangoly.com/en/product/kingston-fury-renegade-pro-256gb-8-x-32gb-ddr5-5600-ecc-reg,e22856f1-e0c3-48cf-fd89-08dc8545b415,33
CORSAIR VENGEANCE RGB 32GB (2x16GB) DDR5 6400MHz,Corsair,,DDR5,32GB,2x16gb,DDR6400 MHz,36,,,,,,,,$137,5/5,0,In Stock,$124,https://pangoly.com/en/product/corsair-vengeance-rgb-32gb-2x16gb-ddr5-6400mhz,f22db1dd-dd56-4f88-eb08-08db8845a1aa,33
CORSAIR VENGEANCE RGB 32GB (2x16GB) DDR5 6800MHz,Corsair,,DDR5,32GB,2x16gb,DDR6800 MHz,40,,,,,,,,$124,5/5,0,In Stock,$159,https://pangoly.com/en/product/corsair-vengeance-rgb-32gb-2x16gb-ddr5-6800mhz,429265aa-bbc8-487e-eb1d-08db8845a1aa,33
CORSAIR VENGEANCE 32GB (2x16GB) DDR5 6800MHz,Corsair,,DDR5,32GB,2x16gb,DDR6800 MHz,40,,,,,,,,$124,5/5,0,In Stock,$180,https://pangoly.com/en/product/corsair-vengeance-32gb-2x16gb-ddr5-6800mhz,ae25a956-d95d-4c56-eb0d-08db8845a1aa,34
CORSAIR VENGEANCE RGB 48GB (2x24GB) DDR5 7000MHz,Corsair,,DDR5,48GB,2x24gb,DDR7000 MHz,,,,,,,,,$185,5/5,3,In Stock,$265,https://pangoly.com/en/product/corsair-vengeance-rgb-48gb-2x24gb-ddr5-7000mhz,4ed175ca-73b2-4056-71ed-08db522232be,34
CORSAIR VENGEANCE 32GB (2x16GB) DDR5 6400MHz,Corsair,,DDR5,32GB,2x16gb,DDR6400 MHz,36,,,,,,,,$124,5/5,0,Out of Stock,$173,https://pangoly.com/en/product/corsair-vengeance-32gb-2x16gb-ddr5-6400mhz,6eddef0a-c1fb-4118-eb0e-08db8845a1aa,34
Kingston FURY Renegade 64GB (2x32GB) DDR5 6000,Kingston,,DDR5,64GB,2x32gb,,32,,,,,,,,$240,5/5,1,Out of Stock,$200,https://pangoly.com/en/product/kingston-fury-renegade-64gb-2x32gb-ddr5-6000,55679352-f49e-4751-b34c-08dc5ee35005,34
Kingston Fury Renegade RGB 64GB (2x32GB) DDR5 6000,Kingston,,DDR5,64GB,2x32gb,,32,,,,,,,,$240,5/5,0,Out of Stock,$235,https://pangoly.com/en/product/kingston-fury-renegade-rgb-64gb-2x32gb-ddr5-6000,ad4e5543-50a6-455b-f876-08dbaf902ff6,34
Corsair Vengeance 64GB (2x32GB) DDR5 6400MHz C32,Corsair,CMK64GX5M2B6400C32,DDR5,64GB,2x32gb,DDR6400 MHz,32,32-40-40-84,10 ns,1.4 V,Yes,No,Black,"February 2023* First availability for purchase, it may not correspond to the actual market launch date.",$240,5/5,0,In Stock,$335,https://pangoly.com/en/product/corsair-vengeance-64gb-2x32gb-ddr5-6400mhz-c32,24e2b138-f8f2-4891-dea5-08db18bf8048,34
Corsair Vengeance 64GB (2x32GB) DDR5 6200MHz C32,Corsair,CMK64GX5M2B6200C32,DDR5,64GB,2x32gb,DDR6200 MHz,32,32-38-38-80,10.32 ns,1.4 V,Yes,No,Black,"February 2023* First availability for purchase, it may not correspond to the actual market launch date.",$240,5/5,0,In Stock,$428,https://pangoly.com/en/product/corsair-vengeance-64gb-2x32gb-ddr5-6200mhz-c32,7f307176-0c14-417b-deb0-08db18bf8048,34
Corsair Vengeance 64GB (4x16GB) DDR5 6200MHz C32,Corsair,CMK64GX5M4B6200C32,DDR5,64GB,4x16gb,DDR6200 MHz,32,32-38-38-80,10.32 ns,1.4 V,Yes,No,Black,"February 2023* First availability for purchase, it may not correspond to the actual market launch date.",$428,5/5,0,In Stock,$428,https://pangoly.com/en/product/corsair-vengeance-64gb-4x16gb-ddr5-6200mhz-c32,97789d47-64c5-4c8a-deb1-08db18bf8048,34
Corsair Vengeance 64GB (2x32GB) DDR5 6600MHz C32,Corsair,CMK64GX5M2B6600C32,DDR5,64GB,2x32gb,DDR6600 MHz,32,32-39-39-76,9.69 ns,1.4 V,Yes,No,Black,"February 2023* First availability for purchase, it may not correspond to the actual market launch date.",$329,5/5,0,In Stock,$437,https://pangoly.com/en/product/corsair-vengeance-64gb-2x32gb-ddr5-6600mhz-c32,574d1fc8-9868-41e9-dea3-08db18bf8048,34
Corsair Vengeance RGB 64GB (4x16GB) DDR5 6200MH...,Corsair,,DDR5,64GB,4x16gb,DDR6200 MHz,,,,,,,,,$428,5/5,0,In Stock,$456,https://pangoly.com/en/product/corsair-vengeance-rgb-64gb-4x16gb-ddr5-6200mhz-c32,dcf88ebf-fc13-484b-debb-08db18bf8048,34
Corsair Vengeance RGB 64GB (4x16GB) DDR5 6600MH...,Corsair,,DDR5,64GB,4x16gb,DDR6600 MHz,,,,,,,,,$470,5/5,0,In Stock,$470,https://pangoly.com/en/product/corsair-vengeance-rgb-64gb-4x16gb-ddr5-6600mhz-c32,fce59dd0-a523-4f2a-deae-08db18bf8048,34
Corsair Dominator Platinum RGB 64GB (4x16GB) DD...,Corsair,CMT64GX5M4B6200C32,DDR5,64GB,4x16gb,DDR6200 MHz,32,32-38-38-80,10.32 ns,1.4 V,Yes,No,RGB,"February 2023* First availability for purchase, it may not correspond to the actual market launch date.",$428,5/5,0,In Stock,$504,https://pangoly.com/en/product/corsair-dominator-platinum-rgb-64gb-4x16gb-ddr5-6200mhz-c32,96fec121-4b43-4682-debd-08db18bf8048,34
Corsair Dominator Platinum RGB 64GB (4x16GB) DD...,Corsair,CMT64GX5M4B6400C32,DDR5,64GB,4x16gb,DDR6400 MHz,32,32-40-40-84,10 ns,1.4 V,Yes,No,RGB,"February 2023* First availability for purchase, it may not correspond to the actual market launch date.",$460,5/5,0,In Stock,$532,https://pangoly.com/en/product/corsair-dominator-platinum-rgb-64gb-4x16gb-ddr5-6400mhz-c32,e2cb23b0-c85a-4b7f-deba-08db18bf8048,35
Corsair Dominator Platinum RGB 64GB (4x16GB) DD...,Corsair,CMT64GX5M4B6600C32,DDR5,64GB,4x16gb,DDR6600 MHz,32,32-39-39-76,9.69 ns,1.4 V,Yes,No,RGB,"February 2023* First availability for purchase, it may not correspond to the actual market launch date.",$470,5/5,0,Out of Stock,$330,https://pangoly.com/en/product/corsair-dominator-platinum-rgb-64gb-4x16gb-ddr5-6600mhz-c32,572aec5e-82ed-4354-dead-08db18bf8048,35
Kingston ValueRAM 32GB DDR5 5600,Kingston,KVR56U46BD8-32,DDR5,32GB,,DDR5-5600 MHz,46,,16.42 ns,1.1 V,No,No,,"January 2023* First availability for purchase, it may not correspond to the actual market launch date.",$111,5/5,0,In Stock,$121,https://pangoly.com/en/product/kingston-valueram-32gb-ddr5-5600,aff19231-3bea-4055-a54e-08dc28919938,35
Kingston ValueRAM 64GB (2x32GB) DDR5 5600,Kingston,KVR56U46BD8K2-64,DDR5,64GB,2x32gb,DDR5-5600 MHz,46,,16.42 ns,1.1 V,No,No,,"January 2023* First availability for purchase, it may not correspond to the actual market launch date.",$187,5/5,0,Out of Stock,$215,https://pangoly.com/en/product/kingston-valueram-64gb-2x32gb-ddr5-5600,fe5b88a9-64a1-46d8-a54f-08dc28919938,35
Kingston Fury Beast RGB 16GB (2x8GB) DDR5 5600 ...,Kingston,,DDR5,16GB,2x8gb,,36,,,,,,,,$80,5/5,0,In Stock,$79,https://pangoly.com/en/product/kingston-fury-beast-rgb-16gb-2x8gb-ddr5-5600-cl36,03fb6d27-3ecb-417d-71da-08db522232be,35
Kingston Fury Beast RGB 16GB (2x8GB) DDR5 6000 ...,Kingston,,DDR5,16GB,2x8gb,,36,,,,,,,,$86,5/5,0,In Stock,$80,https://pangoly.com/en/product/kingston-fury-beast-rgb-16gb-2x8gb-ddr5-6000-cl36,588433d7-b33a-4cb1-71d4-08db522232be,35
Kingston FURY Beast 16GB (2 x 8GB) DDR5-5600,Kingston,,DDR5,16GB,,,36,,,,,,,,$79,5/5,0,In Stock,$85,https://pangoly.com/en/product/kingston-fury-beast-16gb-2-x-8gb-ddr5-5600,ff9d9221-2401-465b-4352-08db471171d5,35
Kingston FURY Beast 32GB DDR5-5600,Kingston,,DDR5,32GB,,,36,,,,,,,,$143,5/5,0,In Stock,$122,https://pangoly.com/en/product/kingston-fury-beast-32gb-ddr5-5600,62e36b85-452a-4165-4358-08db471171d5,35
Kingston FURY Beast 16GB (2 x 8GB) DDR5-6000,Kingston,,DDR5,16GB,,,36,,,,,,,,$80,5/5,0,In Stock,$136,https://pangoly.com/en/product/kingston-fury-beast-16gb-2-x-8gb-ddr5-6000,ca371c03-0d41-4d74-434f-08db471171d5,35
Kingston Fury Beast RGB 32GB DDR5 6000,Kingston,,DDR5,32GB,,,36,,,,,,,,$143,5/5,0,In Stock,$166,https://pangoly.com/en/product/kingston-fury-beast-rgb-32gb-ddr5-6000,69851cf1-df8a-4a1f-71d8-08db522232be,35
Kingston FURY Beast 32GB DDR5-6000,Kingston,,DDR5,32GB,,,36,,,,,,,,$143,5/5,0,In Stock,$214,https://pangoly.com/en/product/kingston-fury-beast-32gb-ddr5-6000,ef810eef-356e-4920-4353-08db471171d5,35
Kingston Fury Beast RGB 64GB (2x32GB) DDR5 5600...,Kingston,,DDR5,64GB,2x32gb,,36,,,,,,,,$205,5/5,0,In Stock,$227,https://pangoly.com/en/product/kingston-fury-beast-rgb-64gb-2x32gb-ddr5-5600-cl36,ce534cfe-5d05-484d-71d9-08db522232be,35
Kingston Fury Impact 64GB (2x32GB) DDR5 5600 SO...,Kingston,KF556S40IBK2-64,DDR5,64GB,2x32gb,DDR5-5600 MHz,40,40-40-40,14.29 ns,1.1 V,Yes,No,,"January 2023* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,4,In Stock,$273,https://pangoly.com/en/product/kingston-fury-impact-64gb-2x32gb-ddr5-5600-sodimm,6000d5cc-9ac4-4f92-a54d-08dc28919938,36
Kingston FURY Beast RGB 64GB (2 x 32GB) DDR5-6000,Kingston,,DDR5,64GB,,,36,,,,,,,,$240,5/5,0,In Stock,$275,https://pangoly.com/en/product/kingston-fury-beast-rgb-64gb-2-x-32gb-ddr5-6000,0fd1b741-8714-468f-4351-08db471171d5,36
Kingston FURY Beast 64GB (2 x 32GB) DDR5-6000,Kingston,,DDR5,64GB,,,36,,,,,,,,$240,5/5,0,In Stock,$340,https://pangoly.com/en/product/kingston-fury-beast-64gb-2-x-32gb-ddr5-6000,9a66efad-b902-4f9f-4350-08db471171d5,36
Kingston Fury Beast 64GB (2x32GB) DDR5 5600,Kingston,,DDR5,64GB,2x32gb,,36,,,,,,,,$205,5/5,0,In Stock,$346,https://pangoly.com/en/product/kingston-fury-beast-64gb-2x32gb-ddr5-5600,0712e78d-6e4d-4080-71db-08db522232be,36
Kingston Fury Beast 64GB (2x32GB) DDR5 6000,Kingston,,DDR5,64GB,2x32gb,,40,,,,,,,,$205,5/5,0,In Stock,$356,https://pangoly.com/en/product/kingston-fury-beast-64gb-2x32gb-ddr5-6000,e8435354-4e9c-4df0-71d5-08db522232be,36
Kingston Fury Beast RGB 64GB (2x32GB) DDR5 6000,Kingston,,DDR5,64GB,2x32gb,,40,,,,,,,,$205,5/5,1,In Stock,$374,https://pangoly.com/en/product/kingston-fury-beast-rgb-64gb-2x32gb-ddr5-6000,688dcd73-9251-4433-71d7-08db522232be,36
Kingston FURY Beast 16GB (2 x 8GB) DDR5-5200,Kingston,,DDR5,16GB,,,36,,,,,,,,$79,5/5,0,Out of Stock,$56,https://pangoly.com/en/product/kingston-fury-beast-16gb-2-x-8gb-ddr5-5200,9cb00865-9d38-4cad-4354-08db471171d5,36
Kingston Fury Beast RGB 16GB (2x8GB) DDR5 5200 ...,Kingston,,DDR5,16GB,2x8gb,,36,,,,,,,,$79,5/5,0,Out of Stock,$78,https://pangoly.com/en/product/kingston-fury-beast-rgb-16gb-2x8gb-ddr5-5200-cl36,c16d6b25-a333-451b-71d6-08db522232be,36
Kingston Fury Beast RGB 32GB DDR5 6000 CL40,Kingston,,DDR5,32GB,,,40,,,,,,,,$122,5/5,0,Out of Stock,$125,https://pangoly.com/en/product/kingston-fury-beast-rgb-32gb-ddr5-6000-cl40,bd73d6bd-7a41-4711-71dc-08db522232be,36
Kingston FURY Beast 32GB DDR5-6000 CL40,Kingston,,DDR5,32GB,,,40,,,,,,,,$122,5/5,0,Out of Stock,$125,https://pangoly.com/en/product/kingston-fury-beast-32gb-ddr5-6000-cl40,931ec3b3-ecde-4087-4356-08db471171d5,36
Kingston Fury Beast RGB 32GB DDR5 5600 CL36,Kingston,,DDR5,32GB,,,36,,,,,,,,$122,5/5,0,Out of Stock,$130,https://pangoly.com/en/product/kingston-fury-beast-rgb-32gb-ddr5-5600-cl36,c3fc5c40-45c1-43fd-71df-08db522232be,36
ADATA XPG SPECTRIX D35G RGB 16GB DDR4 3200,Adata,AX4U320016G16A-SBKD35G,DDR4,16GB,,DDR4-3200 MHz,16,,10 ns,1.35 V,Yes,No,RGB,"January 2023* First availability for purchase, it may not correspond to the actual market launch date.",$49,5/5,0,In Stock,$118,https://pangoly.com/en/product/adata-xpg-spectrix-d35g-rgb-16gb-ddr4-3200,4f827165-f585-4a97-fd5a-08dc8545b415,36
Patriot Viper Venom RGB 32GB (2 x 16GB) DDR5 64...,Patriot,,DDR5,32GB,,DDR6400 MHz,,,,,,,,,$119,5/5,0,In Stock,$170,https://pangoly.com/en/product/patriot-viper-venom-rgb-32gb-2-x-16gb-ddr5-6400mhz,3d9b2bdd-f1a0-42c4-a54b-08dc28919938,37
Patriot Viper Venom 32GB (2 x 16GB) DDR5 7200MHz,Patriot,,DDR5,32GB,,DDR7200 MHz,,,,,,,,,$173,5/5,0,In Stock,$175,https://pangoly.com/en/product/patriot-viper-venom-32gb-2-x-16gb-ddr5-7200mhz,e47bf3c6-7eb1-46b9-668a-08dbf207e8c2,37
TEAMGROUP T-Force Vulcan 32GB (2x16GB) DDR5 640...,,,DDR5,32GB,2x16gb,DDR6400 MHz,40,,,,,,,,$119,5/5,0,In Stock,$195,https://pangoly.com/en/product/teamgroup-t-force-vulcan-32gb-2x16gb-ddr5-6400mhz-red,55e9b62f-332e-4141-eb2f-08db8845a1aa,37
Patriot Viper Xtreme 5 RGB 48GB (2 x 24GB) DDR5...,Patriot,,DDR5,48GB,,,,,,,,,,,$190,5/5,4,In Stock,$200,https://pangoly.com/en/product/patriot-viper-xtreme-5-rgb-48gb-2-x-24gb-ddr5-8000,3b684e05-133f-4015-668c-08dbf207e8c2,37
ADATA XPG Lancer Blade 32GB (2 x 16GB) DDR5 560...,Adata,AX5U5600C4616G-DTLABBK,DDR5,32GB,,DDR5600 MHz,46,,16.42 ns,1.4 V,Yes,No,,"January 2023* First availability for purchase, it may not correspond to the actual market launch date.",$110,5/5,0,In Stock,$211,https://pangoly.com/en/product/adata-xpg-lancer-blade-32gb-2-x-16gb-ddr5-5600mhz,534fa3ce-2e19-4f49-c4c7-08dd6ba34a3d,37
Patriot Viper Venom RGB 32GB (2X16GB) DDR5 6600MHz,Patriot,,DDR5,32GB,2x16gb,DDR6600 MHz,34,,,,,,,,$119,5/5,0,In Stock,$261,https://pangoly.com/en/product/patriot-viper-venom-rgb-32gb-2x16gb-ddr5-6600mhz,3718a76f-ea65-4a87-4441-08dd688b4ef4,37
Patriot Viper Venom 64GB (2 x 32GB) DDR5 5600MHz,Patriot,,DDR5,64GB,,DDR5600 MHz,,,,,,,,,$205,5/5,0,In Stock,$290,https://pangoly.com/en/product/patriot-viper-venom-64gb-2-x-32gb-ddr5-5600mhz,7e2e68bd-b4ac-44c4-a531-08dc28919938,37
G.SKILL Ripjaws S5 Series 96GB (2x48GB) DDR5 6400,G.Skill,F5-6400J3239F48GX2-RS5K,DDR5,96GB,2x48gb,DDR5-6400 MHz,32,32-39-39-102,10 ns,1.35 V,Yes,No,Black,"January 2023* First availability for purchase, it may not correspond to the actual market launch date.",$370,5/5,65,In Stock,$340,https://pangoly.com/en/product/g-skill-ripjaws-s5-series-96gb-2x48gb-ddr5-6400,2fdf4105-9583-462a-f83c-08dbaf902ff6,37
Patriot Viper Venom RGB 32GB (2 x 16GB) DDR5 68...,Patriot,,DDR5,32GB,,DDR6800 MHz,,,,,,,,,$124,5/5,0,Out of Stock,$97,https://pangoly.com/en/product/patriot-viper-venom-rgb-32gb-2-x-16gb-ddr5-6800mhz,c1df1aaa-a0c9-48d6-a54a-08dc28919938,37
Patriot Viper Venom 64GB (2X32GB) DDR5 5200MHz,Patriot,,DDR5,64GB,2x32gb,DDR5200 MHz,40,,,,,,,,$203,5/5,0,Out of Stock,$167,https://pangoly.com/en/product/patriot-viper-venom-64gb-2x32gb-ddr5-5200mhz,7fe9faa7-4360-4828-4437-08dd688b4ef4,37
ADATA XPG SPECTRIX D35G RGB 16GB DDR4 3600,Adata,AX4U360016G18I-SBKD35G,DDR4,16GB,,DDR4-3600 MHz,18,,10 ns,1.35 V,Yes,No,RGB,"January 2023* First availability for purchase, it may not correspond to the actual market launch date.",$49,5/5,0,Availability not specified,Price not found,https://pangoly.com/en/product/adata-xpg-spectrix-d35g-rgb-16gb-ddr4-3600,592706f2-35d2-4d6b-fd5b-08dc8545b415,37
Corsair Vengeance 32GB (2x16GB) DDR5 6400MHz C32,Corsair,CMK32GX5M2B6400C32,DDR5,32GB,2x16gb,DDR6400 MHz,32,32-40-40-84,10 ns,1.4 V,Yes,No,Black,"December 2022* First availability for purchase, it may not correspond to the actual market launch date.",$138,5/5,0,In Stock,$213,https://pangoly.com/en/product/corsair-vengeance-32gb-2x16gb-ddr5-6400mhz-c32,ff75fe9b-f7c1-42f5-dea2-08db18bf8048,37
Corsair Dominator Platinum RGB 32GB (2x16GB) DD...,Corsair,CMT32GX5M2B6400C32,DDR5,32GB,2x16gb,DDR6400 MHz,32,32-40-40-84,10 ns,1.4 V,Yes,No,RGB,"December 2022* First availability for purchase, it may not correspond to the actual market launch date.",$138,5/5,0,In Stock,$220,https://pangoly.com/en/product/corsair-dominator-platinum-rgb-32gb-2x16gb-ddr5-6400mhz-c32,7b0034d5-2983-4ff3-deb3-08db18bf8048,38
Corsair Vengeance RGB 32GB (2x16GB) DDR5 6400MH...,Corsair,,DDR5,32GB,2x16gb,DDR6400 MHz,,,,,,,,,$138,5/5,0,In Stock,$224,https://pangoly.com/en/product/corsair-vengeance-rgb-32gb-2x16gb-ddr5-6400mhz-c32,a5a29887-5eec-4f67-deb4-08db18bf8048,38
Corsair Vengeance 64GB (4x16GB) DDR5 5600MHz C36,Corsair,,DDR5,64GB,4x16gb,DDR5600 MHz,,,,,,,,,$355,5/5,0,In Stock,$355,https://pangoly.com/en/product/corsair-vengeance-64gb-4x16gb-ddr5-5600mhz-c36,586e03c7-2587-4064-dea4-08db18bf8048,38
Corsair Vengeance RGB 64GB (4x16GB) DDR5 5600MH...,Corsair,CMH64GX5M4B5600Z36,DDR5,64GB,4x16gb,DDR5600 MHz,36,36-36-36-76,12.85 ns,1.25 V,Yes,No,RGB,"December 2022* First availability for purchase, it may not correspond to the actual market launch date.",$355,5/5,0,In Stock,$355,https://pangoly.com/en/product/corsair-vengeance-rgb-64gb-4x16gb-ddr5-5600mhz-c36,b1cfc994-4d84-4e91-dec3-08db18bf8048,38
CORSAIR DOMINATOR PLATINUM RGB 64GB (4x16GB) DD...,Corsair,,DDR5,64GB,4x16gb,DDR5600 MHz,36,,,,,,,,$355,5/5,1,In Stock,$419,https://pangoly.com/en/product/corsair-dominator-platinum-rgb-64gb-4x16gb-ddr5-5600mhz-cl36,643c61f5-f6de-4ca6-eb25-08db8845a1aa,38
Corsair Dominator Platinum RGB 64GB (2x32GB) DD...,Corsair,,DDR5,64GB,2x32gb,DDR6000 MHz,,,,,,,,,$205,5/5,0,Out of Stock,$190,https://pangoly.com/en/product/corsair-dominator-platinum-rgb-64gb-2x32gb-ddr5-6000mhz-c40,c735d52b-00c9-434a-dea1-08db18bf8048,38
Kingston Fury Renegade RGB 16GB (2x8GB) DDR5 6800,Kingston,,DDR5,16GB,2x8gb,,36,,,,,,,,$79,5/5,0,In Stock,$83,https://pangoly.com/en/product/kingston-fury-renegade-rgb-16gb-2x8gb-ddr5-6800,087fd8eb-c62d-47bd-4360-08db471171d5,38
Kingston Fury Renegade 16GB DDR5 7200,Kingston,,DDR5,16GB,,,38,,,,,,,,$79,5/5,0,In Stock,$112,https://pangoly.com/en/product/kingston-fury-renegade-16gb-ddr5-7200,cc20c974-f980-4e78-deb5-08db18bf8048,38
Kingston Fury Renegade RGB 16GB DDR5 7200,Kingston,,DDR5,16GB,,,38,,,,,,,,$79,5/5,0,In Stock,$149,https://pangoly.com/en/product/kingston-fury-renegade-rgb-16gb-ddr5-7200,ec0b2bf3-2739-4dac-deb9-08db18bf8048,38
Kingston Fury Renegade RGB 32GB (2x16GB) DDR5 6800,Kingston,,DDR5,32GB,2x16gb,,36,,,,,,,,$138,5/5,0,In Stock,$164,https://pangoly.com/en/product/kingston-fury-renegade-rgb-32gb-2x16gb-ddr5-6800,2c71d9dd-6623-4694-deb7-08db18bf8048,38
Kingston Fury Renegade 32GB (2x16GB) DDR5 7200,Kingston,,DDR5,32GB,2x16gb,,38,,,,,,,,$138,5/5,0,In Stock,$197,https://pangoly.com/en/product/kingston-fury-renegade-32gb-2x16gb-ddr5-7200,56ad453e-f36b-1410-8bb5-003fe7c988bc,38
